celltype	input_file	out_dir
baseline_ibd_inflamed_Non_ileal_paneth	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Non_ileal_paneth_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Non_ileal_stem_LGR5pos	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Non_ileal_stem_LGR5pos_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Non_ileal_TA	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Non_ileal_TA_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Non_ileal_tuft	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Non_ileal_tuft_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Non_ileal_undiff_enterocyte	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Non_ileal_undiff_enterocyte_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_NOTCH3pos_MYH11pos_pericyte	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_NOTCH3pos_MYH11pos_pericyte_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_NOTCH3pos_TNChi_LOXL2pos_pericyte	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_NOTCH3pos_TNChi_LOXL2pos_pericyte_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_NOTCH3pos_TNCint_CCL19pos_pericyte	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_NOTCH3pos_TNCint_CCL19pos_pericyte_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_NOTCH3pos_TNCneg_pericyte	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_NOTCH3pos_TNCneg_pericyte_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_pDC	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_pDC_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Plasmablast	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Plasmablast_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_S100A8_A9hi_C1Qlo_mono	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_S100A8_A9hi_C1Qlo_mono_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_S100A8_A9hi_TNFhi_IL6pos_mono	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_S100A8_A9hi_TNFhi_IL6pos_mono_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_SOX6pos_POSTNpos_fibroblast	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_SOX6pos_POSTNpos_fibroblast_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_SOX6pos_POSTNpos_NRG1hi_NPYpos_fibroblast	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_SOX6pos_POSTNpos_NRG1hi_NPYpos_fibroblast_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Tfh_CXCL13pos_IL21pos	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Tfh_CXCL13pos_IL21pos_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Tfh	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Tfh_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Th	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Th_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Th1_17_22	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Th1_17_22_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Th1_17	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Th1_17_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Th1	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Th1_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Th17	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Th17_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Th22	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Th22_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_THY1pos_FAPpos_PDPNpos_fibroblast	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_THY1pos_FAPpos_PDPNpos_fibroblast_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Transitional_MMEpos_B	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Transitional_MMEpos_B_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_Venous_endothelial	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_Venous_endothelial_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
baseline_ibd_inflamed_XCR1pos_DC	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/data/baseline_cd_final_analysis//baseline_ibd_inflamed_XCR1pos_DC_sce.qs	/well/cartography/projects/analysis/302_external_oxford_datasets/TAURUS/revisions/results/MAST/baseline_CD_remission/final_analysis/
